Date,Real_kWh,Rel_kWh,Real_Air_kWh,Rel_Air_kWh,Avg_Light,Avg_Tp,Avg_Humidity,Wind_Direction,Wind_Speed,Avg_Comfort,Season,Week,Is_Holiday,Is_Work,Target_Kwh,Split
2014/9/10 00:12,159.4638336,38,41.24016647,10.21875,0,27.6689064,77.25504303,279.9621582,0.189833343,32.92537003,Fall,Wednesday,FALSE,off work,40,TRUE
2014/9/10 00:27,163.9006226,40,53.52120361,12.6171875,0,27.2888382,77.68578491,305.4716797,0.338722229,32.41485672,Fall,Wednesday,FALSE,off work,46,
2014/9/10 03:33,166.71539,40,47.6299263,11.625,0,26.89187927,80.45605621,292.7170715,0.234500006,32.04499016,Fall,Wednesday,FALSE,off work,38,TRUE
2014/9/10 03:48,163.2026581,38,43.82720032,10.875,0,26.67228546,80.31247406,278.6185303,0.487611115,31.71833038,Fall,Wednesday,FALSE,off work,38,
2014/9/10 07:06,210.3017487,50,85.63916779,20.40625,0.089959435,27.71113586,78.93578491,349.7873535,0.156333342,33.1114502,Fall,Wednesday,FALSE,off work,50,TRUE
2014/9/10 07:21,202.8797943,50,69.07412491,17.4375,0.143935096,27.98140564,77.11990662,281.9738464,0.167500004,33.35909805,Fall,Wednesday,FALSE,off work,54,
2014/9/10 07:36,218.4724518,54,72.04761581,19.65625,0.215902641,28.40370178,75.34625854,8.056396484,0.10050001,33.81943665,Fall,Wednesday,FALSE,off work,82.5,
2014/9/10 07:51,315.3494019,82.5,157.2265991,41.46875,0.2698641,29.84506989,71.70098419,1.342687607,0.424333334,35.53779984,Fall,Wednesday,FALSE,off work,86,
2014/9/10 08:06,349.0873413,86,179.1361023,45.46875,0.269799334,30.53271561,68.41016388,344.3149414,0.301499993,36.20010147,Fall,Wednesday,FALSE,work,94,
2014/9/10 15:39,431.1351196,108,178.6085358,45.625,0.134939149,28.25167618,87.58443298,157.7719421,0.022333335,34.56585312,Fall,Wednesday,FALSE,work,104,TRUE
2014/9/10 15:54,422.068219,104,176.8538116,45.21875,0.134939149,28.44593201,86.47801514,149.0433197,0.011166668,34.76598587,Fall,Wednesday,FALSE,work,107,
2014/9/11 06:57,213.417984,56,66.93847122,19.34375,0.089959435,25.86147385,88.32767487,128.9240112,0.119111113,31.07270126,Fall,Thursday,FALSE,off work,54,TRUE
2014/9/11 07:12,226.8921875,54,78.47895203,19.59375,0.089959435,26.34289322,87.57598724,124.2188492,0,31.73693275,Fall,Thursday,FALSE,off work,54,
2014/9/11 14:03,436.9612793,110,186.2746094,47.625,0.323635554,34.95107727,51.73872681,331.487915,0.052111115,40.35795288,Fall,Thursday,FALSE,work,106,TRUE
2014/9/11 14:18,427.0882813,106,182.7471344,45.65625,0.179797515,35.30556641,49.4007782,195.9362183,0.022333335,40.53933334,Fall,Thursday,FALSE,work,106,
2014/9/11 14:33,420.2528748,106,177.6844818,46.3125,0.098888636,34.64722672,50.83561859,214.7226105,0.07444445,39.86466904,Fall,Thursday,FALSE,work,106,
2014/9/11 18:03,380.2464294,94,144.177562,36.9375,0,30.23468323,67.46025543,159.0621338,0.528555572,35.70517426,Fall,Thursday,FALSE,work,98,TRUE
2014/9/11 18:18,381.7963501,98,138.4669189,35.84375,0,29.98987122,67.95002289,152.3559875,0.17122224,35.41282196,Fall,Thursday,FALSE,work,92,
2014/9/12 01:51,176.2623505,42,44.23843765,10.4375,0,27.82937851,75.79389343,165.1560669,0,33.04205704,Fall,Friday,FALSE,off work,46,TRUE
2014/9/12 02:06,191.1308258,46,57.56805191,14.59375,0,27.81248703,75.79389343,136.2875519,0.290333331,33.01828918,Fall,Friday,FALSE,off work,44,
2014/9/12 03:09,176.8079376,45,46.54407578,12.46875,0,27.44931259,75.32092133,145.0151215,0.126555562,32.46886292,Fall,Friday,FALSE,off work,46,TRUE
2014/9/12 03:24,192.3579895,46,52.81259537,13.09375,0,27.70269089,75.65031281,157.0997162,0.167500004,32.85154953,Fall,Friday,FALSE,off work,42,
2014/9/12 12:09,380.1972717,92,173.2509705,44.15625,0.341615278,33.7609993,56.54122925,344.2407837,0.055833336,39.35225143,Fall,Friday,FALSE,work,94,TRUE
2014/9/12 12:24,375.3803711,94,173.6835083,44.59375,0.287676042,33.59219589,57.0898468,317.4014282,0.022333335,39.19007111,Fall,Friday,FALSE,work,97.5,
2014/9/12 12:39,379.0831726,97.5,168.0539642,42.25,0.089898758,33.43183136,59.19146576,161.0522614,0.122833341,39.20030594,Fall,Friday,FALSE,work,96,
2014/9/12 18:51,336.7468994,86,127.9131668,32.734375,0,29.33132782,75.2871048,161.0935059,0,35.12755661,Fall,Friday,FALSE,work,82,TRUE
2014/9/12 19:06,335.0429626,82,129.1477005,33.375,0,29.42535248,77.09608307,140.9657898,0.156333342,35.4149353,Fall,Friday,FALSE,off work,78,
2014/9/13 00:39,169.2975098,40,40.61388855,10.4375,0,27.64356766,80.56585236,149.7149048,0,33.13742905,Fall,Saturday,TRUE,off work,44,TRUE
2014/9/13 00:54,172.8364532,44,44.94458923,12.4375,0,27.6604599,80.45605621,147.0292206,0,33.15352478,Fall,Saturday,TRUE,off work,50,
2014/9/13 05:00,193.0592255,46,66.08486481,15.5625,0,26.68917618,80.89524689,263.1795349,0.007444445,31.78341522,Fall,Saturday,TRUE,off work,42,TRUE
2014/9/13 05:15,172.022168,42,44.35886078,11.125,0,26.48647385,82.10301514,319.5732422,0.003722222,31.57360954,Fall,Saturday,TRUE,off work,45,
2014/9/13 07:27,177.120871,45,42.32192078,10.5,0.269878298,28.5388382,72.88004303,215.5085907,0.219611108,33.81094666,Fall,Saturday,TRUE,off work,46,TRUE
2014/9/13 07:42,178.3726074,46,50.03141174,12.8125,0.305832601,29.92750244,68.0829895,273.91745,0.20100002,35.33565292,Fall,Saturday,TRUE,off work,50,
2014/9/13 07:57,206.8971497,50,74.27973099,19.8125,0.359720784,31.20636902,63.32430878,201.3514404,0.126555562,36.64528351,Fall,Saturday,TRUE,off work,52,
2014/9/14 13:33,186.2582275,44,63.81021881,15.625,0.521412793,33.13642197,58.71881256,144.2711487,0.874722242,38.76218948,Fall,Sunday,TRUE,off work,38,TRUE
2014/9/14 13:48,151.0539246,38,0,0,0.611311567,33.04357986,59.06486206,136.8898315,0.725833356,38.67546768,Fall,Sunday,TRUE,off work,35,
2014/9/15 20:12,328.810498,84,141.8969086,35.90625,0,30.55555725,64.69098816,153.0223083,1.26183331,35.89273453,Fall,Monday,FALSE,off work,82,TRUE
2014/9/15 20:27,326.8050903,82,139.3582047,35.25,0,30.03208694,64.54745483,161.0738525,0.759333372,35.17046585,Fall,Monday,FALSE,off work,77.5,
2014/9/16 11:39,443.7442566,108,199.4424286,51.03125,0.539392555,39.15431671,37.33122559,326.7361145,0.264277786,43.7627327,Fall,Tuesday,FALSE,work,100,TRUE
2014/9/16 11:54,413.2110352,100,200.5270538,50.5625,0.521412814,39.2556015,38.03176651,360.9528198,0.811444461,43.98195114,Fall,Tuesday,FALSE,work,102.5,
2014/10/17 18:57,307.2622559,76,76.84956284,18.59375,0,23.02512894,73.14491119,140.3626709,0.80027777,26.10444527,Winter,Friday,FALSE,work,76,TRUE
2014/10/17 19:12,307.3802185,76,83.28437805,21,0,23.02435074,73.50650787,152.4513245,0.57322222,26.1212822,Winter,Friday,FALSE,off work,70,
2014/10/17 19:27,285.0783264,70,66.1430275,16.375,0,23.10060196,73.31272736,146.4069977,0.770500004,26.21853027,Winter,Friday,FALSE,off work,74,
2014/10/17 19:42,307.5833923,74,87.29067535,21.75,0,23.05797729,73.4555069,110.1410522,0.372222245,26.16592331,Winter,Friday,FALSE,off work,68,
2014/10/17 19:57,279.5929504,68,65.0981369,16.09375,0,23.1512825,73.99687195,270.6514893,0.878444433,26.32424812,Winter,Friday,FALSE,off work,68,
2014/10/18 03:33,165.9600891,38,35.46316833,7.53125,0,22.68393097,72.22622681,120.2149582,0.677444458,25.58206863,Winter,Saturday,TRUE,off work,36,TRUE
2014/10/18 03:48,150.9113831,36,15.92074223,3.4375,0,22.60918884,72.73569641,163.1968384,0.238222227,25.50164795,Winter,Saturday,TRUE,off work,38,
2014/10/18 04:03,158.852713,38,25.93177547,6.625,0,22.46366196,72.76551971,157.1525116,0.375944436,25.29931107,Winter,Saturday,TRUE,off work,40,
2014/10/18 04:18,166.1911041,40,33.67219162,8.3125,0,22.52982635,73.47275543,151.7894135,0.245666683,25.42493629,Winter,Saturday,TRUE,off work,42,
2014/10/18 04:33,169.8201569,42,36.80337906,9.28125,0,22.23516464,73.47488403,149.7674255,0.554611146,25.01171227,Winter,Saturday,TRUE,off work,40,
2014/10/18 04:48,171.4552826,40,38.65251846,9.78125,0,22.13509598,74.18731384,143.7235107,0.130277783,24.90311737,Winter,Saturday,TRUE,off work,42,
2014/10/18 07:51,174.055423,40,37.21502686,9.28125,0.179926094,24.08978119,70.97518921,198.1196289,0.305222243,27.4724247,Winter,Saturday,TRUE,off work,44,TRUE
2014/10/18 08:06,175.3759766,44,38.02153015,9.4375,0.23389464,24.84798126,67.24663696,217.5884705,0.145166665,28.30727158,Winter,Saturday,TRUE,off work,42,
2014/10/18 08:21,176.6719482,42,38.85506516,9.65625,0.305862212,25.86993713,64.0456192,138.3234406,0.647666693,29.49442635,Winter,Saturday,TRUE,off work,44,
2014/10/18 08:36,180.5041687,44,38.93575668,9.75,0.269878417,26.32601929,61.19933319,127.5630341,0.558333337,29.92199173,Winter,Saturday,TRUE,off work,42.5,
2014/10/18 11:12,180.9104889,44,47.39932251,10.34375,0.341764516,26.03535614,59.92101135,183.9362335,0.956611156,29.4491848,Winter,Saturday,TRUE,off work,42,TRUE
2014/10/18 11:27,178.538089,42,39.51657028,9.6875,0.269808668,26.13543243,60.85620117,148.3604889,0.737000048,29.64358978,Winter,Saturday,TRUE,off work,42,
2014/10/18 11:42,176.1591339,42,38.03668518,9.5,0.449704516,25.71517258,61.99095306,136.954834,0.699777782,29.15743027,Winter,Saturday,TRUE,off work,50,
2014/10/18 11:57,194.2781982,50,56.54323273,14.8125,0.485636753,26.24346695,59.35878601,136.9498901,0.614166677,29.68752823,Winter,Saturday,TRUE,off work,42,
2014/10/18 16:00,197.6352753,46,54.25848236,12.46875,0.269788003,26.23283844,57.64968109,155.7255096,0.841222227,29.55886192,Winter,Saturday,TRUE,off work,48,TRUE
2014/10/18 16:15,195.3234924,48,49.84012756,13.21875,0.269809717,26.43118057,57.14125519,147.0155945,0.294055551,29.78481255,Winter,Saturday,TRUE,off work,46,
2014/10/18 16:30,193.0346497,46,46.97292709,11.625,0.179878524,26.64381104,57.6756958,134.2647247,0.450388879,30.10195961,Winter,Saturday,TRUE,off work,48,
2014/10/18 16:45,191.9139862,48,50.46763535,13.75,0.143918136,26.06656952,57.63375549,118.1590805,0.789111137,29.3385746,Winter,Saturday,TRUE,off work,44,
2014/10/18 17:00,186.662912,44,46.05378571,10.8125,0.089953113,25.95923233,59.86735229,123.5313644,0.949166656,29.34328995,Winter,Saturday,TRUE,off work,50,
2014/10/18 17:54,196.2967072,48,52.51686325,13.59375,0,24.18917694,63.29389801,153.0969696,0.476444453,27.18385849,Winter,Saturday,TRUE,off work,44,TRUE
2014/10/18 18:09,186.377829,44,44.21713943,10.3125,0,24.130056,64.31585693,159.1615906,0.316388875,27.16065216,Winter,Saturday,TRUE,off work,44,
2014/10/18 18:24,183.120694,44,39.44325104,9.875,0,23.8597847,65.91213837,153.1228638,0.424333334,26.88224106,Winter,Saturday,TRUE,off work,46,
2014/10/18 18:39,181.9230194,46,38.92633591,9.6875,0,23.90201569,67.17903137,140.3626709,0.640222251,27.00845909,Winter,Saturday,TRUE,off work,42,
2014/10/18 21:24,182.8077576,44,38.36641235,9.46875,0,23.13656158,70.6057312,106.1166306,0.134000003,26.13293571,Winter,Saturday,TRUE,off work,48,TRUE
2014/10/18 21:39,196.5604889,48,53.31804123,13,0,23.09667587,71.05818024,161.1914825,0.078166671,26.1001812,Winter,Saturday,TRUE,off work,44,
2014/10/18 21:54,182.3408142,44,40.79656906,9.84375,0,22.93544617,71.8170929,153.1316986,0.156333342,25.91329002,Winter,Saturday,TRUE,off work,44,
2014/10/18 22:39,192.092569,46,53.08334045,12.8125,0,22.80219421,73.79795837,149.7727356,0.182388887,25.82342682,Winter,Saturday,TRUE,off work,44,TRUE
2014/10/18 22:54,179.9405579,44,38.9844986,9.78125,0,22.70190964,74.66201019,142.3778381,0.375944436,25.72377625,Winter,Saturday,TRUE,off work,42,
2014/10/18 23:09,175.0204407,42,37.14703369,9.40625,0,22.68501358,75.52378998,171.9277802,0.383388907,25.74125443,Winter,Saturday,TRUE,off work,42,
2014/10/18 23:24,176.2033691,42,38.52103653,9.34375,0,22.74393463,76.15698547,167.8986969,0.483888894,25.85513344,Winter,Saturday,TRUE,off work,44,
2014/10/19 00:30,176.5408783,42,37.20069122,9.40625,0,22.73570633,77.01077728,152.4513702,0.487611115,25.88453026,Winter,Sunday,TRUE,off work,44,TRUE
2014/10/19 00:45,178.0170776,44,37.35162888,9.40625,0,22.69346237,77.52615356,161.8556976,0.57322222,25.84900627,Winter,Sunday,TRUE,off work,42,
2014/10/19 01:00,176.0313354,42,39.32733459,9.40625,0,22.55828171,77.56839752,141.7059021,0.368500024,25.65820732,Winter,Sunday,TRUE,off work,44,
2014/10/19 01:15,179.0885895,44,37.47389374,9.46875,0,22.38930588,77.82186432,147.0867004,0.487611115,25.42882576,Winter,Sunday,TRUE,off work,44,
2014/10/19 01:30,182.4014343,44,40.41031647,9.6875,0,22.34706192,78.50622101,151.1218414,0.431777805,25.39999542,Winter,Sunday,TRUE,off work,42,
2014/10/19 02:18,174.6141174,42,37.04012756,9.375,0,22.18653488,79.77353973,159.1830139,0.122833341,25.22721825,Winter,Sunday,TRUE,off work,42,TRUE
2014/10/19 02:33,174.6681885,42,37.36453247,8.9375,0,22.28828278,80.48405151,144.4076385,0.022333335,25.4062088,Winter,Sunday,TRUE,off work,38,
2014/10/19 02:48,155.1335419,38,19.05059834,4.25,0,22.1612442,80.98184357,165.908371,0.048388891,25.24520149,Winter,Sunday,TRUE,off work,40,
2014/10/19 03:03,162.9306915,40,25.76302052,6.53125,0,22.32312775,81.48337555,152.4771576,0.003722222,25.50217743,Winter,Sunday,TRUE,off work,40,
2014/10/19 03:18,170.9965302,40,33.92204742,8.46875,0,22.29784317,82.21857605,192.7759705,0.022333335,25.49904289,Winter,Sunday,TRUE,off work,42,
2014/10/19 03:33,174.9614563,42,37.0278389,9.15625,0,22.26279907,82.88320465,137.0240631,0.495055556,25.47860298,Winter,Sunday,TRUE,off work,42,
2014/10/19 08:24,175.0433777,42,39.5259903,9.75,0.34184286,27.49109955,66.96712036,176.5693512,0.156333342,31.90685043,Winter,Sunday,TRUE,off work,42,TRUE
2014/10/19 08:39,177.2240906,42,39.60545273,9.90625,0.359764248,27.97057495,64.92253265,146.3352356,0.413166672,32.40601501,Winter,Sunday,TRUE,off work,42,
2014/10/19 08:54,178.9968353,42,39.81762543,9.96875,0.413679332,28.22605743,64.43902893,178.5240326,0.40200004,32.71499405,Winter,Sunday,TRUE,off work,42,
2014/10/19 09:09,178.0940796,42,38.9017601,9.75,0.449645579,28.22528458,64.02401428,137.5873413,0.606722236,32.68112869,Winter,Sunday,TRUE,off work,44,
2014/10/19 09:24,178.1071869,44,38.36764221,9.96875,0.485609996,28.48630447,62.69728241,273.1543884,0.495055556,32.92810974,Winter,Sunday,TRUE,off work,54,
2014/10/19 09:39,224.4214783,54,80.00552826,21.125,0.503558981,28.92990646,61.28109283,118.7919617,0.990111113,33.4081131,Winter,Sunday,TRUE,off work,45,
2014/10/19 09:54,187.9523315,45,51.45559006,11.8125,0.395609957,28.73801804,61.63417358,146.3087463,0.602999985,33.18063202,Winter,Sunday,TRUE,off work,42,
2014/10/19 10:09,182.0868591,42,41.02307816,10.3125,0.34168939,28.24387741,62.40880737,142.2818909,0.509944499,32.57957764,Winter,Sunday,TRUE,off work,48,
2014/10/19 10:24,195.5069946,48,62.79249954,14.8125,0.314743912,27.97906113,62.82282257,136.2416229,0.562055588,32.25526352,Winter,Sunday,TRUE,off work,44,
2014/10/19 10:39,181.0497528,44,43.71988449,10.96875,0.305757111,27.99708633,62.89224548,149.664444,0.882166743,32.28497887,Winter,Sunday,TRUE,off work,48,
2014/10/19 11:15,190.6589722,46,50.48442841,13.65625,0.377702156,28.10706253,62.23404694,171.8128967,0.40200004,32.38186798,Winter,Sunday,TRUE,off work,46,TRUE
2014/10/19 11:30,192.4333557,46,53.21973877,11.6796875,0.395687044,28.71478043,59.04227295,163.7614441,0.893333375,32.93924942,Winter,Sunday,TRUE,off work,47.5,
2014/10/19 12:39,195.2284668,48,53.43887405,13.71875,0.179858163,27.80311127,62.23404999,148.3223877,0.34616667,31.97417679,Winter,Sunday,TRUE,off work,44,TRUE
2014/10/19 12:54,188.4373016,44,47.25104599,11.34375,0.179858163,27.79466629,62.02296906,152.349884,0.57322222,31.94738464,Winter,Sunday,TRUE,off work,48,
2014/10/19 15:51,217.954715,52,68.90086365,17.4375,0.323721761,28.27240601,63.44402313,152.3489532,0.580666661,32.69970474,Winter,Sunday,TRUE,off work,46,TRUE
2014/10/19 16:06,196.2541077,46,50.28413391,12.78125,0.269785523,27.9800766,65.23921814,177.1836853,0.930555522,32.44365463,Winter,Sunday,TRUE,off work,50,
2014/10/19 16:21,209.0631165,50,65.42827606,15.375,0.215829802,27.65957718,66.21918793,170.4698639,0.893333375,32.08182793,Winter,Sunday,TRUE,off work,47.5,
2014/10/19 17:42,197.9777008,46,48.82718658,11.625,0,25.18579865,75.65875854,182.6251678,0.387111127,29.28774223,Winter,Sunday,TRUE,off work,48,TRUE
2014/10/19 17:57,199.9110168,48,57.82732925,15.1875,0,24.67904205,77.69423218,284.0359192,0.215888903,28.69035072,Winter,Sunday,TRUE,off work,48,
2014/10/19 20:09,198.7706879,48,54.3195137,13.875,0,23.96607361,78.09313812,145.7354126,0.602999985,27.69525681,Winter,Sunday,TRUE,off work,48,TRUE
2014/10/19 20:24,205.2194305,48,59.48702698,14.8125,0,24.06676178,77.6862854,180.6581879,0.446666688,27.81668854,Winter,Sunday,TRUE,off work,45,
2014/10/19 20:39,182.9535767,45,42.16135635,10.625,0,23.93268967,77.55338745,147.0802155,0.156333342,27.61798363,Winter,Sunday,TRUE,off work,47.5,
2014/10/19 21:12,183.3271271,44,39.37075195,9.90625,0,23.9257782,78.05498199,155.809494,0.420611113,27.63549118,Winter,Sunday,TRUE,off work,44,TRUE
2014/10/19 21:27,183.9071259,44,39.2880127,9.8125,0,23.84936218,78.2315506,146.4070435,0.368500024,27.53587303,Winter,Sunday,TRUE,off work,46,
2014/10/19 22:09,180.6532593,44,41.31430435,9.8125,0,23.97790298,77.93975677,172.6049194,0.148888901,27.70370178,Winter,Sunday,TRUE,off work,44,TRUE
2014/10/19 22:24,179.4228241,44,39.48789749,9.9375,0,23.97690735,77.6842514,149.0950928,0.186111122,27.68822632,Winter,Sunday,TRUE,off work,42,
2014/10/20 01:18,180.240387,42,40.6491127,9.2578125,0,23.77026978,77.33898621,145.0679626,0.007444445,27.37480392,Winter,Monday,FALSE,off work,44,TRUE
2014/10/20 01:33,179.8127655,44,39.94378281,9.96875,0,23.83288269,77.3631958,133.6522827,0.063277781,27.46527367,Winter,Monday,FALSE,off work,44,
2014/10/20 01:48,180.6696442,44,40.57866287,10.03125,0,23.59463272,76.91187286,137.0129242,0,27.10185394,Winter,Monday,FALSE,off work,44,
2014/10/20 02:03,178.3857147,44,40.70031357,9.8125,0,23.57837906,77.43701935,142.3880615,0.033500001,27.10644608,Winter,Monday,FALSE,off work,42,
2014/10/20 02:18,178.9362183,42,39.9089653,9.59375,0,23.26755219,77.49145203,133.6494598,0.134000003,26.6661335,Winter,Monday,FALSE,off work,42,
2014/10/20 05:24,184.6231018,44,37.75631409,9.90625,0,21.86154861,86.31836548,145.1123962,0,25.04310188,Winter,Monday,FALSE,off work,46,TRUE
2014/10/20 05:39,186.5646088,46,39.5759613,9.96875,0,21.7877594,86.6195755,147.128006,0,24.94714394,Winter,Monday,FALSE,off work,45,
2014/10/20 07:12,214.1667328,52.5,64.81674118,15.15625,0.125986485,25.17779236,75.47389832,139.6976929,0,29.26118698,Winter,Monday,FALSE,off work,48,TRUE
2014/10/20 07:27,197.8482697,48,39.27326813,9.875,0.179928595,27.49433441,67.36154175,140.3627167,0,31.93456802,Winter,Monday,FALSE,off work,50,
2014/10/20 07:42,209.5087616,50,47.616819,12.65625,0.179918954,30.10136032,58.16724548,136.9701233,0.227055565,34.69350586,Winter,Monday,FALSE,off work,62,
2014/10/20 07:57,252.1710541,62,70.85752487,18.40625,0.269873804,30.96189041,55.14222717,139.6441956,0.007444445,35.55182343,Winter,Monday,FALSE,off work,74,
2014/10/20 08:48,345.6696289,88,113.2560379,29.84375,0.3596825,32.17121582,50.65153961,136.9127655,0.148888901,36.67559128,Winter,Monday,FALSE,work,92,TRUE
2014/10/20 09:03,369.5509521,92,119.7662201,30.71875,0.431532997,32.59895935,49.05818481,134.2282104,0.026055558,37.06142807,Winter,Monday,FALSE,work,90,
2014/10/20 09:18,362.9416504,90,118.5431534,29.75,0.449498349,32.15793152,50.35529022,136.9127197,0.111666672,36.63210754,Winter,Monday,FALSE,work,94,
2014/10/20 10:09,354.3171082,88,125.5383041,31.0625,0.539392591,32.26707687,48.49766998,139.5969543,0.405722231,36.58510132,Winter,Monday,FALSE,work,92,TRUE
2014/10/20 10:24,371.5039246,92,132.563765,34.875,0.539392591,32.59624634,47.87309113,142.27388,0.316388875,36.93769684,Winter,Monday,FALSE,work,87.5,
2014/10/20 10:39,362.6139648,87.5,129.1255814,30.96875,0.539392591,33.13642273,46.62393799,136.2322693,0.431777805,37.48841171,Winter,Monday,FALSE,work,90,
2014/10/20 10:54,358.3639587,90,135.3498642,34.75,0.539392591,32.9422966,46.01624146,139.5927277,0.152611122,37.181353,Winter,Monday,FALSE,work,92,
2014/10/20 11:09,364.8454651,92,136.9776138,33.6875,0.53939563,33.08611069,45.02911224,151.6773071,0.532277763,37.25711899,Winter,Monday,FALSE,work,88,
2014/10/20 11:24,352.5934998,88,128.4046829,32.8125,0.539401269,32.97699509,41.98287964,123.4899063,0.68861115,36.80440598,Winter,Monday,FALSE,work,90,
2014/10/20 11:39,375.3574402,90,140.3289612,33.359375,0.593352926,33.09620056,41.40168762,169.7986145,0.956611156,36.88970871,Winter,Monday,FALSE,work,87.5,
2014/10/20 13:27,364.1147339,90,124.54953,32.8125,0.539392591,32.03919144,49.67086792,132.2132721,0.413166672,36.4127533,Winter,Monday,FALSE,work,94,TRUE
2014/10/20 13:42,379.1650879,94,139.186174,34.71875,0.539392591,31.81130371,49.66242371,164.4220734,1.124111176,36.12174072,Winter,Monday,FALSE,work,94,
2014/10/20 13:57,385.4303162,94,138.3596039,33.875,0.539392591,31.76910248,49.4598587,132.2055206,1.239500046,36.0483078,Winter,Monday,FALSE,work,92,
2014/10/20 14:12,367.3554993,92,117.3692413,31.40625,0.530405664,31.76097336,49.72191772,142.2663879,1.023611188,36.06407623,Winter,Monday,FALSE,work,95,
2014/10/20 14:27,384.0409607,95,139.6580368,35.5,0.521412826,32.00542984,50.26168213,146.9597626,1.738277912,36.42835007,Winter,Monday,FALSE,work,92,
2014/10/20 14:42,377.7134583,92,139.8267914,35.5,0.440503907,31.82818451,51.08038788,142.2659454,1.049666762,36.28247147,Winter,Monday,FALSE,work,94,
2014/10/20 14:57,384.1949768,94,138.6381317,35.25,0.422524142,31.98010864,50.86938171,161.0690002,1.734555602,36.45608292,Winter,Monday,FALSE,work,90,
2014/10/20 15:12,359.8483521,90,122.6211304,30.3125,0.395554525,31.62561798,51.84001007,143.6189728,1.064555526,36.09649887,Winter,Monday,FALSE,work,94,
2014/10/20 15:27,379.0897156,94,141.5692261,34.8046875,0.359596872,31.92131958,51.74756012,134.8990021,1.019888997,36.46705856,Winter,Monday,FALSE,work,94,
2014/10/20 15:42,386.3445496,94,135.2155121,33.59375,0.251717129,31.83686218,52.72656403,143.6241302,1.969055533,36.45423965,Winter,Monday,FALSE,work,92,
2014/10/20 15:57,366.185675,92,125.6308731,32.4375,0.215761471,30.88408203,55.70740051,148.9932556,0.952888906,35.50205536,Winter,Monday,FALSE,work,94,
2014/10/20 17:18,368.1058777,90,117.0546692,29.625,0.089929081,29.30598145,61.90476685,140.9402924,1.418166637,33.9633255,Winter,Monday,FALSE,work,92,TRUE
2014/10/20 17:33,363.3217529,92,116.640155,31.09375,0,28.72340775,63.9057785,145.6607513,0.297777802,33.34541092,Winter,Monday,FALSE,work,87.5,
2014/10/20 17:48,354.9986755,87.5,120.1266693,29.0625,0,28.47323761,64.56956482,161.7955475,0.416888922,33.0602684,Winter,Monday,FALSE,work,86,
2014/10/20 18:03,344.1950684,86,109.2952042,26.84375,0,28.01842499,65.37961273,151.0570374,0.606722236,32.50642776,Winter,Monday,FALSE,work,86,
2014/10/20 21:12,282.6911713,70,96.32317505,22.34375,0,26.57938004,73.38680115,135.6386414,0.003722222,31.10451965,Winter,Monday,FALSE,off work,68,TRUE
2014/10/20 21:27,274.9890533,68,89.87770767,23.96875,0,26.50336533,73.04051514,137.6494598,0,30.97428741,Winter,Monday,FALSE,off work,66,
2014/10/20 21:42,264.4164642,66,84.79621048,21.28125,0,26.5709343,74.06247406,134.2962341,0.003722222,31.1397541,Winter,Monday,FALSE,off work,64,
2014/10/20 22:24,245.918927,60,86.4792572,22.21875,0,26.01350174,76.24152832,139.6769867,0.052111115,30.49927444,Winter,Monday,FALSE,off work,44,TRUE
2014/10/20 22:39,187.1740936,44,47.92852478,11.1875,0,25.88681183,77.87159424,135.6488495,0,30.42586021,Winter,Monday,FALSE,off work,44,
2014/10/20 22:54,179.6227081,44,41.38393555,10.15625,0,25.72633896,78.70774536,134.98909,0.022333335,30.25102654,Winter,Monday,FALSE,off work,42,
2014/10/20 23:30,175.5971619,42,38.80058975,9.65625,0,25.25336685,80.12666473,134.9899445,0,29.66106339,Winter,Monday,FALSE,off work,42,TRUE
2014/10/20 23:45,177.0635284,42,38.30128632,9.6875,0,25.33782578,80.3209198,133.646759,0,29.79514236,Winter,Monday,FALSE,off work,44,
2014/10/21 00:57,177.1470856,42,39.3650177,9.84375,0,24.48553238,82.10462799,130.9603882,0,28.66929703,Winter,Tuesday,FALSE,off work,42,TRUE
2014/10/21 01:12,174.3880219,42,38.7039238,9.6875,0,24.47003098,82.49618378,135.6615295,0,28.66961899,Winter,Tuesday,FALSE,off work,44,
2014/10/21 01:27,178.207132,44,48.75837402,12.84375,0,24.6240448,82.88900909,131.6319885,0.007444445,28.91614151,Winter,Tuesday,FALSE,off work,42,
2014/10/21 01:42,183.3795563,42,47.56725769,10.875,0,24.33802643,83.16185455,70.51713562,0,28.51531906,Winter,Tuesday,FALSE,off work,42,
2014/10/21 01:57,174.6354156,42,43.54867172,10.390625,0,24.46529465,83.34893494,14.10342693,0.003722222,28.71181564,Winter,Tuesday,FALSE,off work,42,
2014/10/21 03:33,173.5131165,42,40.25835495,10.03125,0,23.78693695,81.65542145,358.636322,0.081888892,27.63116264,Winter,Tuesday,FALSE,off work,44,TRUE
2014/10/21 03:48,189.3990417,44,56.87705612,14.09375,0,24.04945679,82.20592499,202.8327332,0.163777784,28.04205437,Winter,Tuesday,FALSE,off work,44,
2014/10/21 04:03,175.1089142,44,43.64083176,10.375,0,23.53550491,80.69672699,283.4246521,0.636500001,27.21642532,Winter,Tuesday,FALSE,off work,42,
2014/10/21 04:18,176.5343262,42,38.99023361,9.78125,0,23.49462433,79.95622406,322.3681335,0.10050001,27.11877174,Winter,Tuesday,FALSE,off work,42.5,
